ds,yhat,yhat_lower,yhat_upper
2007-02-25,1.2234897812954706,0.8424194084701978,1.5609819316730091
2007-02-26,1.0009834477383797,0.6234583356906515,1.3573754402201208
2007-02-27,1.0670610110679124,0.6961329738705028,1.4463032522716455
2007-02-28,1.0790700723303368,0.7126296147531068,1.47235546060051
2007-03-01,0.9796066788745081,0.6402201640577506,1.3514762251223271
2007-03-02,1.0337429980037254,0.6830972019842606,1.4060935142026907
2007-03-03,1.227249464836858,0.8599843051020246,1.6161865684045473
2007-03-04,1.2180025029200334,0.8691394197822817,1.5549542830932814
2007-03-05,1.0152113335727138,0.6401694931653354,1.3508753601205246
2007-03-06,1.10007114900512,0.7496702868050615,1.473171349061014
2007-03-07,1.129632723408566,0.7718524078173037,1.4806701346761462
2007-03-08,1.0462226623741349,0.6850947430657459,1.3952015306716015
2007-03-09,1.1146755955627141,0.7621123667380753,1.4781720662919342
2007-03-10,1.3205600743327974,0.9703022898623627,1.7011182632841229
2007-03-11,1.3215892154544928,0.9766227175213855,1.6933728042664793
2007-03-12,1.126849570363067,0.7634692111810144,1.5043590419474462
2007-03-13,1.2174554795255348,0.8317462039339908,1.5816848682657318
2007-03-14,1.250418991280722,0.9026290461653699,1.6099352262205089
2007-03-15,1.1680695704689508,0.7892472349551924,1.5359199474012457
2007-03-16,1.2352849450704626,0.8662807516726986,1.5986682100051886
2007-03-17,1.4377149124761366,1.0608739275673291,1.7983374736567992
2007-03-18,1.4331892208548673,1.05537221697427,1.78418457277415
2007-03-19,1.2309430914330872,0.8906099784797202,1.6004597642765581
2007-03-20,1.3122677369846292,0.9294233417171163,1.673810886292972
2007-03-21,1.3343760582284612,0.96666577027884,1.713032801541423
2007-03-22,1.2398178495861754,0.9025400085837013,1.5676508029364555
2007-03-23,1.293705969668912,0.9537225504487238,1.6551310925173408
2007-03-24,1.4819354036132386,1.0658373178733738,1.8456184787061085
2007-03-25,1.4625864340793422,1.1165595725094308,1.818600122645981
2007-03-26,1.2451455816595205,0.8679490339447222,1.6215188596363228
2007-03-27,1.3111517565448931,0.9233878572817319,1.6787853520621958
2007-03-28,1.3180578796824933,0.9421011613844302,1.6970609018307363
2007-03-29,1.2086423700916586,0.8414739179463606,1.5679914835546234
2007-03-30,1.2482320067339356,0.8885427060747442,1.597491166190956
2007-03-31,1.422918132340204,1.0292293800345351,1.7736924575316277
2007-04-01,1.3909574434439937,1.0165820618829737,1.7653363436071678
2007-04-02,1.1619910421464394,0.8000183545323024,1.512855615176605
2007-04-03,1.2176997055089662,0.8512536230714977,1.6042745331932902
2007-04-04,1.2156330655669083,0.8310810084535566,1.5591549588395646
2007-04-05,1.0986521914135983,0.7318398442235933,1.4658840736196002
2007-04-06,1.132141940896356,0.7657426832765388,1.495367015117353
2007-04-07,1.3022275712821236,0.9435640580070781,1.6758643925876102
2007-04-08,1.2671763013048905,0.9053507377656914,1.6461770218291842
2007-04-09,1.0366174554699656,0.6704662584948733,1.3942525972101645
2007-04-10,1.0921885880201168,0.7120743948343415,1.4879150243082533
2007-04-11,1.0913977880859267,0.7599683447881516,1.45679813416805
2007-04-12,0.9770364963344547,0.6395495407640281,1.3609525222235814
2007-04-13,1.0144042680541165,0.6424227593535561,1.3841721816834018
2007-04-14,1.1895273721291348,0.820257014185383,1.5469847908494188
2007-04-15,1.1605623901351836,0.7787550310936567,1.5248246803527177
2007-04-16,0.9370184113040739,0.5646562852383539,1.3020221481436511
2007-04-17,1.0004051903931757,0.6135691642002811,1.3591282110360177
2007-04-18,1.0080974446368436,0.6656642716949169,1.3446083338716919
2007-04-19,0.9027495997131898,0.5641228179161111,1.2606115428423263
2007-04-20,0.9495224040390282,0.5657341875705402,1.3114611736306585
2007-04-21,1.1343032895846008,0.7605200876131805,1.500074156284171
2007-04-22,1.1151116359881394,0.7541208760000477,1.471160424581873
2007-04-23,0.9013225294053535,0.5420087588419711,1.2633518721464227
2007-04-24,0.9743163812374865,0.6424750837201293,1.3519917529091778
2007-04-25,0.9913445826667082,0.6581767668229235,1.3467722269661788
2007-04-26,0.894945505526008,0.5498983050705563,1.2370640156490584
2007-04-27,0.950172269587115,0.6011699660174248,1.2922330308430992
2007-04-28,1.142814154667065,0.759625382516804,1.4984759215007355
2007-04-29,1.1308028135132828,0.7527298006366487,1.4844531376226415
2007-04-30,0.923436874561949,0.5670304082295496,1.2983051983998704
2007-05-01,1.0020322956517045,0.6210708386715396,1.348687073261111
2007-05-02,1.023788638664898,0.6581427883018311,1.386001154172713
2007-05-03,0.9312055678987747,0.5776500403127369,1.280956718355943
2007-05-04,0.9893109829263615,0.642364937100076,1.3544383346229827
2007-05-05,1.1838826538493452,0.8026777524855849,1.555704152597619
2007-05-06,1.172854503705933,0.8060489768864803,1.5130237799762147
2007-05-07,0.9655411159266967,0.6017140989742237,1.3471079718158325
2007-05-08,1.0432878173473275,0.6502539926001132,1.417293336109362
2007-05-09,1.063336497675199,0.6995217474764431,1.4401315560534214
2007-05-10,0.9682414613556534,0.5970626633728223,1.3556684799340908
2007-05-11,1.0230967187678675,0.6669380802358451,1.3950818006361692
2007-05-12,1.2137565845710363,0.834151675188437,1.5725424721556502
2007-05-13,1.1982407322370903,0.8135884676220242,1.5452310731230126
2007-05-14,0.9859572918185043,0.6325967944825616,1.3736055872670994
2007-05-15,1.058351355829454,0.6729728822700374,1.4342387984891578
2007-05-16,1.0727690739033502,0.7091313483995649,1.4240663098506312
2007-05-17,0.9718716572975149,0.6163212690608619,1.3356138965160005
2007-05-18,1.0208607304435238,0.6526329625909781,1.3769442223353767
2007-05-19,1.2057363046733287,0.8102667421188866,1.5567684304168878
2007-05-20,1.1845817003588175,0.8459072330764316,1.5811948504260658
2007-05-21,0.9669027703202536,0.6170464169515567,1.312388340726177
2007-05-22,1.0342351101684142,0.6924736985472159,1.3966716624770932
2007-05-23,1.0440063434713338,0.7133030749442437,1.4413561295311323
2007-05-24,0.9389484756386551,0.6000810034475501,1.313751204928528
2007-05-25,0.9843217973284906,0.6130359588081941,1.3320407484710626
2007-05-26,1.1661322807928338,0.8331286318776688,1.5128533584574184
2007-05-27,1.1425336935423358,0.770023651030697,1.5093454696234037
2007-05-28,0.9230480893087613,0.5435095646437176,1.3169927256386924
2007-05-29,0.9892121095242484,0.633378919265637,1.3614556696200415
2007-05-30,0.9984393375317884,0.6185255996342772,1.349456613420091
2007-05-31,0.8934330792533459,0.5291959703695132,1.2806614262085463
2007-06-01,0.9394110493297227,0.6202834261368623,1.3199033958144262
2007-06-02,1.122323894765296,0.7424570049929335,1.4530113582230062
2007-06-03,1.100258759384898,0.7230724189609025,1.4443063035228063
2007-06-04,0.8826615185878867,0.5199649150244031,1.258930769738513
2007-06-05,0.9509850781904184,0.5897897697804928,1.2816813839769545
2007-06-06,0.9625539320612051,0.6192335070524236,1.3043212230049817
2007-06-07,0.8599792977512604,0.5116359541023936,1.2362242413580327
2007-06-08,0.9083862489621182,0.5495616894770919,1.2688245171720929
2007-06-09,1.0936347126089725,0.7275036949940856,1.4612116622638602
2007-06-10,1.0737254671710965,0.6975939925632544,1.4580637949720257
2007-06-11,0.8580247046986421,0.4980365197407429,1.209426843670861
2007-06-12,0.9279144846138377,0.5447216599109137,1.2973582311586978
2007-06-13,0.9406592117711827,0.5877935211740245,1.2884552013516288
2007-06-14,0.8388224010502762,0.4652431776624111,1.2049692715883085
2007-06-15,0.8874950975354817,0.5275565513998162,1.2596238892259846
2007-06-16,1.0725177790230327,0.7004827560504785,1.4449730718098543
2007-06-17,1.0518868467324196,0.6786416462322551,1.4063396655806906
2007-06-18,0.8349792471209665,0.4696310696977392,1.1988598626379967
2007-06-19,0.903202545712899,0.5146766299361507,1.247035592214311
2007-06-20,0.9138605908303886,0.5446228482399524,1.2820594749284526
2007-06-21,0.8095690478333013,0.4181748829648956,1.1823031787460563
2007-06-22,0.8554822037968028,0.47740938304736047,1.2190908157888272
2007-06-23,1.0375129122389894,0.6364968150700879,1.4242295933425957
2007-06-24,1.0137368375776807,0.6092942299245221,1.3710251958501605
2007-06-25,0.7936146056391222,0.42109613832021153,1.1704197483083743
2007-06-26,0.8586392524344628,0.46658694797908434,1.2274162996602984
2007-06-27,0.8661991863808586,0.4775053108449174,1.2467283904809172
2007-06-28,0.7589910256149093,0.41141485869758654,1.1237208678709412
2007-06-29,0.802243792803515,0.46229399708404056,1.2155487422826308
2007-06-30,0.9819364185158973,0.6060578129588577,1.3535907250612773
2007-07-01,0.9561997908118165,0.5817339571024409,1.3059298491993228
2007-07-02,0.7345370294322651,0.35967187488808444,1.1030982388291437
2007-07-03,0.798469520861052,0.44390684754787324,1.1716189517716873
2007-07-04,0.805398582068027,0.43545556292029763,1.1710325223475209
2007-07-05,0.6980179578883662,0.33923362958271536,1.0802824418815247
2007-07-06,0.7415378603477596,0.38318794805203804,1.0903891063645805
2007-07-07,0.9219029149175674,0.5335488527600358,1.3018588825340767
2007-07-08,0.8971951686597782,0.5579780446742527,1.2883898476926035
2007-07-09,0.6768558203396094,0.3199613496403776,1.0445718709631682
2007-07-10,0.7423330947114629,0.4014352405730828,1.1245899493983456
2007-07-11,0.7509464809256621,0.3744669670608522,1.1318133409037776
2007-07-12,0.6453016755431504,0.2986745697153255,0.994986722347426
2007-07-13,0.6905176655364204,0.3397395519091142,1.037681163602251
2007-07-14,0.8724478302536421,0.5247855420158203,1.2515824622570817
2007-07-15,0.8490862044675676,0.47256444648665563,1.239679314309543
2007-07-16,0.6297924642320079,0.2891547261370784,1.0074321892753144
2007-07-17,0.6959429568550222,0.2946466185913184,1.0694208964039533
2007-07-18,0.7047978944724641,0.3465285301463435,1.094025457875573
2007-07-19,0.59891895467914,0.2544939291874645,0.9589521331585402
2007-07-20,0.6433986329624162,0.2860830162064865,1.0133929188138961
2007-07-21,0.8240831445422964,0.49758196932366633,1.1761354118081633
2007-07-22,0.7989799482456532,0.4279748352782558,1.19274527243745
2007-07-23,0.577483398866934,0.20875136563939478,0.9434665683398343
2007-07-24,0.6410258102687312,0.28265354238785395,0.994460513258072
2007-07-25,0.646944027378076,0.2743015198484227,1.0120468688145074
2007-07-26,0.5378957480076281,0.18154306124745295,0.8932124827753282
2007-07-27,0.5790869560405677,0.20876996872749248,0.9392827388000861
2007-07-28,0.7564922996544325,0.384831587129903,1.112579581403507
2007-07-29,0.7282595419915125,0.3694765537330331,1.1276331064279288
2007-07-30,0.503931663030632,0.1336368147004024,0.8957029776880472
2007-07-31,0.5650939830875213,0.19461046482599365,0.9377117339972151
2007-08-01,0.5692365079267608,0.21746596599147647,0.9267922901237802
2007-08-02,0.45916584928661575,0.08068166665616518,0.830693926573253
2007-08-03,0.5002282032729232,0.12273697578888784,0.8698603593524812
2007-08-04,0.6785253459375357,0.2813583652378032,1.0269080880859414
2007-08-05,0.6523149003441946,0.2791735168943261,1.0009801681845667
2007-08-06,0.4312285783825389,0.09857938115524456,0.815262354378494
2007-08-07,0.4969158862823291,0.12774639716991065,0.8566705845907109
2007-08-08,0.5069036028219247,0.1578398569865431,0.8634054509033088
2007-08-09,0.40400548022065863,0.030464328244977502,0.7741560532093968
2007-08-10,0.45354373051131636,0.10325256004673763,0.8297266110402045
2007-08-11,0.6415643185993656,0.2551918586082401,0.986197951935438
2007-08-12,0.6262373575628235,0.2632521564234927,0.9974196101148459
2007-08-13,0.4170763285209145,0.04265893534728427,0.7864360009125126
2007-08-14,0.49558360983503114,0.12968741964439143,0.8670409014626731
2007-08-15,0.5191125968897519,0.16386953459203382,0.9013044424802992
2007-08-16,0.43028081138723007,0.061163161644356735,0.7871569761893139
2007-08-17,0.4941954896542844,0.11115126698697389,0.8610962455588976
2007-08-18,0.6966735766809848,0.33529874264951476,1.0269779748130663
2007-08-19,0.6956473096002715,0.325926188728023,1.0510660192569627
2007-08-20,0.5003889838479589,0.16988632080416016,0.8455771805143619
2007-08-21,0.5921622463531877,0.225417123070372,0.9739506915794749
2007-08-22,0.6280900473768732,0.24865450395724126,0.9968263584476882
2007-08-23,0.5505734955633278,0.18620544984035875,0.9162281969866374
2007-08-24,0.6245229506671355,0.24717930670804983,1.0082146780619392
2007-08-25,0.8355831297455406,0.4638940932961073,1.1958057349303635
2007-08-26,0.8415432663722069,0.4657937495048173,1.2191889381573853
2007-08-27,0.6515657854493517,0.29611198318544657,1.013803283974808
2007-08-28,0.7468407220022355,0.35664712585805725,1.1072162834955015
2007-08-29,0.7844559192809264,0.4336615860350237,1.140600958988893
2007-08-30,0.7068171765990727,0.3870590220000551,1.071705844766342
2007-08-31,0.7788796318037869,0.40499101685981187,1.1432978756838785
2007-09-01,0.9863721309448155,0.6114168973373414,1.3515888789089059
2007-09-02,0.987205628828331,0.6009305638882388,1.3478043921318008
2007-09-03,0.7906991148411384,0.4305975396397133,1.1415806586201542
2007-09-04,0.8782303514032943,0.5139548437468461,1.2182819195864019
2007-09-05,0.9071015453480782,0.5499196235657521,1.2727683898943933
2007-09-06,0.8199542316224815,0.42949384450649875,1.1758986724539608
2007-09-07,0.8819947845462073,0.4946386770518121,1.2350599641447408
2007-09-08,1.0792124576416189,0.718160378751223,1.4375523208820136
2007-09-09,1.0697811584490298,0.6956530055846709,1.478935931524761
2007-09-10,0.8632786254927935,0.5056310471295942,1.227893997704541
2007-09-11,0.9413304729926639,0.5585416253364746,1.2990495231181705
2007-09-12,0.9614694025463624,0.5891931587553833,1.3252882784703135
2007-09-13,0.8665440359047485,0.5095957947605656,1.2487813581368223
2007-09-14,0.9219389498426848,0.5577957016653645,1.2862858340400118
2007-09-15,1.1137879662892778,0.7701964065983118,1.4808678650016758
2007-09-16,1.1003720384110167,0.7284691989241248,1.4797149845731246
2007-09-17,0.8913355123392271,0.5099788144105634,1.2276528596441896
2007-09-18,0.9683283176477145,0.5771783599788487,1.3144640653002109
2007-09-19,0.9888644456168952,0.609770259789717,1.3517442332675518
2007-09-20,0.8957311996399108,0.5453171943883659,1.245458432833454
2007-09-21,0.9542107982629056,0.5971916557311608,1.3116422539403056
2007-09-22,1.1502963524994603,0.7967618989883648,1.5121732082953856
2007-09-23,1.1420934960975,0.7858552115238083,1.5039200214107005
2007-09-24,0.9390413573434194,0.5697222231871991,1.3154608676024075
2007-09-25,1.022560307478287,0.6279684862138228,1.392195373095458
2007-09-26,1.0499167027726795,0.6715632440878904,1.4195168252975086
2007-09-27,0.9636389422741863,0.5791258553631069,1.3366125209456787
2007-09-28,1.0287462432386283,0.6723673975962517,1.3966236069785927
2007-09-29,1.2309719659626663,0.8484473569910752,1.5985739360644406
2007-09-30,1.2281725703509616,0.8659214855030083,1.5915792196078205
2007-10-01,1.0295556953086744,0.6574368325338948,1.3971644173409143
2007-10-02,1.1163346027091134,0.745460395151785,1.4844549502619682
2007-10-03,1.1455990191048695,0.7541911208514912,1.4914859888873315
2007-10-04,1.0597365277518105,0.6877309541044065,1.4267538606289725
2007-10-05,1.1236657627466922,0.7836817525265142,1.4850621521098195
2007-10-06,1.3230631101008063,0.9586353452321974,1.704612956190095
2007-10-07,1.3157738981915459,0.9501654012534557,1.68018532918728
2007-10-08,1.1110414986453283,0.729541284711543,1.4694585699977138
2007-10-09,1.1901615413581303,0.815610227328564,1.5698778396170985
2007-10-10,1.2103512719671439,0.8440820961718022,1.5618931559927192
2007-10-11,1.1141682331510512,0.7679479430253908,1.4777320823058067
2007-10-12,1.166739583323143,0.8259204302903909,1.5412398206454891
2007-10-13,1.3539838509697795,1.0179517476389095,1.750398656398255
2007-10-14,1.3340162297726352,0.9802006269196718,1.7129445670362473
2007-10-15,1.116370984441781,0.7361287359004774,1.483057974845137
2007-10-16,1.1826483421948362,0.8194713619267753,1.5649030164531914
2007-10-17,1.190376087284992,0.8358590692565891,1.5573544671223505
2007-10-18,1.0824202419623317,0.7090067052771596,1.4656845072935476
2007-10-19,1.1242063569946195,0.7435099121154863,1.468883239339075
2007-10-20,1.301933421554205,0.9630633688675495,1.6392254137491733
2007-10-21,1.2739717054856579,0.9239587772709658,1.6368777761496787
2007-10-22,1.0500783025270881,0.6954586330334265,1.4113182801306396
2007-10-23,1.11203793343117,0.7467338308986001,1.4833624253362434
2007-10-24,1.1175193908366992,0.7573057382911811,1.4611178918385839
2007-10-25,1.0094821496364645,0.6596032091688844,1.3874319509657247
2007-10-26,1.0533947784235818,0.6749433032328043,1.3991844454809175
2007-10-27,1.2354472432535257,0.8617443826230563,1.5914050796038288
2007-10-28,1.2139484648762033,0.838747458701391,1.5815399632591767
2007-10-29,0.9985429114367963,0.6402778719157245,1.3583988647950151
2007-10-30,1.0708537638785585,0.7103375211447099,1.4309941042255498
2007-10-31,1.088342979498496,0.7278558561302203,1.4653360648672387
2007-11-01,0.9937226877338893,0.6329021448899518,1.3614831517948425
2007-11-02,1.052179433164629,0.6849608187004583,1.409070956080019
2007-11-03,1.249593208551861,0.861446659986368,1.6147440832599294
2007-11-04,1.2439424667742507,0.8898802056852387,1.6284287570159277
2007-11-05,1.0445287020081702,0.6830379878203655,1.40057582086512
2007-11-06,1.1326279314903285,0.7763940332141264,1.487145169415795
2007-11-07,1.1653591885967798,0.7945509476499109,1.5233936937644086
2007-11-08,1.085104243546561,0.705118146929659,1.4720598354564562
2007-11-09,1.156739851627272,0.784231435006165,1.5297843203283745
2007-11-10,1.3658642651434394,1.0134056168089538,1.7491709091675545
2007-11-11,1.370209005250653,0.9996215818576324,1.727009556077984
2007-11-12,1.178869310419613,0.8091307115888203,1.5308395585409653
2007-11-13,1.2729604429305974,0.918252508110405,1.6363666359190192
2007-11-14,1.3094898418845888,0.9325823441063956,1.660240540228333
2007-11-15,1.2307792476644146,0.8744023111765711,1.5860675539602684
2007-11-16,1.3016980397081397,0.9525759851390834,1.6738293125840136
2007-11-17,1.5078895003855999,1.1423039216442912,1.868393594172055
2007-11-18,1.5071810134598378,1.1408058524301992,1.8834035375200044
2007-11-19,1.3088116606605102,0.9403629239808944,1.692292325919976
2007-11-20,1.3940844785397244,1.0156322274693237,1.788302825135695
2007-11-21,1.420233476104757,1.0481627330758392,1.7950665418834084
2007-11-22,1.3298396784858677,0.9628281861027247,1.7057559837055956
2007-11-23,1.388057603267653,1.0213809689607394,1.7670339985981904
2007-11-24,1.5808340671433962,1.2060183864533247,1.952179305462901
2007-11-25,1.56631053083498,1.1584070248353553,1.9481523847867652
2007-11-26,1.3540426552646558,0.9968925387965969,1.7236385906312468
2007-11-27,1.4256445441360905,1.0927187041931476,1.7792197001332617
2007-11-28,1.4386479846622044,1.0877840412815332,1.8118024163161552
2007-11-29,1.3359111553766825,0.9810152527457552,1.7245812514117758
2007-11-30,1.3828383983183365,1.016524610991589,1.702235202040356
2007-12-01,1.5655931258197782,1.1997868875334485,1.9309714199156078
2007-12-02,1.5424952197237316,1.184217879784011,1.9198090923098978
2007-12-03,1.3232367192973462,0.9560613210464693,1.7086425326770984
2007-12-04,1.3895233664127955,1.026881148520263,1.7374024850871528
2007-12-05,1.3989323809493155,1.0302159553550485,1.7815784794474008
2007-12-06,1.2943209628267796,0.9431951647291688,1.6259357633697447
2007-12-07,1.341047111125371,0.974310476618123,1.7043606065435934
2007-12-08,1.5251847897477089,1.1677897242317712,1.8748432141672289
2007-12-09,1.504924723987069,1.1397621001275668,1.8538475221282074
2007-12-10,1.289794520322565,0.9022277655360088,1.65119543751664
2007-12-11,1.361305546538516,0.9994369150749375,1.7016586859303164
2007-12-12,1.376816789877457,0.9972218726865044,1.7482130061242656
2007-12-13,1.2789500149645532,0.939145762273178,1.658815158835234
2007-12-14,1.3328176227533626,0.9651890932525726,1.690370015444604
2007-12-15,1.5242450414475894,1.184179304546892,1.9123692778803303
2007-12-16,1.511178731474038,1.1160670970254898,1.8890952434235768
2007-12-17,1.302913296292033,0.9438853879184331,1.6657805258279184
2007-12-18,1.3807449428719818,1.0074366357392415,1.764510049411231
2007-12-19,1.4018413288324274,1.0525632292443923,1.800117735383729
2007-12-20,1.308661954677522,0.9750142790368781,1.6607233745674868
2007-12-21,1.3661903609667456,1.0065048785758857,1.7182148197964395
2007-12-22,1.5601598455814507,1.1864281588753072,1.9484251932237817
2007-12-23,1.5484636961065341,1.202933211231685,1.9178070908196139
2007-12-24,1.340383373025681,1.0075409023098951,1.7167735840031013
2007-12-25,1.4172418639048308,1.0507007515453117,1.7637647090523005
2007-12-26,1.4362722547849693,1.0439557730076203,1.7930982191991458
2007-12-27,1.3400357190172216,0.9902066379317677,1.6950259484758534
2007-12-28,1.3936502563935633,1.005745108272126,1.7622932870088008
2007-12-29,1.5830119999017627,1.2067150253248422,1.9380221655865648
2007-12-30,1.5662002134629,1.1787072650970933,1.9216119304373758
2007-12-31,1.3526995675075206,1.0004816110032677,1.7215143459177116
2008-01-01,1.4240470807651517,1.0933990503184303,1.7931919711850102
2008-01-02,1.437693959493013,1.0582032097250262,1.8019545836103554
2008-01-03,1.3364167237136761,0.9493987850858538,1.705729448305938
2008-01-04,1.385539149065748,1.0053654257544875,1.7338539699685698
2008-01-05,1.5711470339972726,1.221214729874965,1.9187359059135851
2008-01-06,1.5514871008925533,1.1724964890110001,1.926871674129776
2008-01-07,1.3361837905775484,0.9412754966511341,1.6871048161601212
2008-01-08,1.4068814952976398,1.0381163315387774,1.7657840173099542
2008-01-09,1.4211025936215274,1.0697061661830674,1.79799462882036
2008-01-10,1.3216557882906486,0.9711048137818824,1.6604470849716468
2008-01-11,1.3738563560488102,0.9972994274635937,1.7045058729189442
2008-01-12,1.5637403708109265,1.2009345356514445,1.9143540807049628
2008-01-13,1.5494642288239797,1.17427835262133,1.905497723108824
2008-01-14,1.3405232234551685,0.9665580410152748,1.7055563541061993
2008-01-15,1.4183966714637526,1.0451079467320785,1.794535916794582
2008-01-16,1.4404098806992316,1.056566983948355,1.8058977653307189
2008-01-17,1.3491473586156977,0.9851091874837941,1.7147159911524943
2008-01-18,1.4096787435845055,1.0376964525962962,1.7738656018634036
2008-01-19,1.607779371431103,1.2302013793711728,1.9693776705105814
2008-01-20,1.6013366390425439,1.2305232909570405,1.9807814226557214
2008-01-21,1.3995757325213811,1.0450083768667984,1.7599188840865982
2008-01-22,1.4837120330516964,1.1241457883470876,1.8487644984026435
2008-01-23,1.5108202982667678,1.1381405279537529,1.8742334841348325
2008-01-24,1.423254827977703,1.057590798835379,1.7663511113870407
2008-01-25,1.4858819123888813,1.1275189080883246,1.8551400502591846
2008-01-26,1.6843063028822105,1.314209005409283,2.0611781233465267
2008-01-27,1.6762827108673912,1.3334216447916554,2.0528309971114878
2008-01-28,1.4709457658881584,1.108550977717718,1.8406646499147288
2008-01-29,1.5494656333968124,1.1881975182938693,1.9014749773701978
2008-01-30,1.56891930363795,1.2357869888022843,1.9424788122214292
2008-01-31,1.4717117026533026,1.1220566746950815,1.8320041240003688
2008-02-01,1.5228078955926718,1.1387084102815825,1.8852899458473529
2008-02-02,1.7079581248986648,1.3641880730188867,2.0951353439087335
2008-02-03,1.6851067215885491,1.3254804814027294,2.0469318839900414
2008-02-04,1.4636183827227747,1.096861299225376,1.8049120582221598
2008-02-05,1.524929104795794,1.1573714700368383,1.9257822153748119
2008-02-06,1.5264118987366666,1.1603857719765331,1.8984336231793424
2008-02-07,1.4107915736156489,1.0381861727766448,1.7745042251066394
2008-02-08,1.4433700135012646,1.0632397732072385,1.834018499472518
2008-02-09,1.6102438584088106,1.2372828145159305,1.9887569448972222
2008-02-10,1.5697058056477984,1.1790260600127753,1.920676019469422
2008-02-11,1.3314632078264796,0.9744594729965439,1.6947704795353038
2008-02-12,1.3772814408848966,1.0536370182384796,1.743463283710512
2008-02-13,1.3648423472252071,1.0146758491715417,1.7186083444882554
2008-02-14,1.2371522117783662,0.8616024816471582,1.5909139708037126
2008-02-15,1.2597608533495879,0.9041952518849503,1.6000160053395207
2008-02-16,1.418973883228096,1.0679144211568432,1.8064009781886792
2008-02-17,1.3732494689652057,0.9849758831856853,1.7439014342495802
2008-02-18,1.132413377759369,0.7551555107968672,1.4985585080796684
2008-02-19,1.178299846659881,0.8191113503391908,1.5750159473578549
2008-02-20,1.1686086320037818,0.8100185774278642,1.5304491964561924
